,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
2963,Happy Is the One Who Is Nothing : Letters to a Young Friend,"mind,body & spirit",4.6,1,0,1,Jiddu Krishnamurti,96.0,185,130.0,12.7,181.44,10,Nov,2020,Watkins Media,London,United Kingdom,English,"27,051",57.82
2964,The Little Book of Friendship,"mind,body & spirit",3.6,0,0,1,Lucy Lane,160.0,136,101.0,20.32,136.08,1,Jun,2017,Octopus Publishing Group,United Kingdom,United Kingdom,English,"306,532",41.36
2965,Moments of Mindfulness : Find a Little Stillness in a Busy World,"mind,body & spirit",3.86,0,0,1,Adam Ford,160.0,135,110.0,20.32,200,15,Sep,2016,The Ivy Press,Lewes,United Kingdom,English,"285,097",53.03
2966,Rhythms of Renewal : Trading Stress and Anxiety for a Life of Peace and Purpose,"mind,body & spirit",4.14,1,0,1,Rebekah Lyons,304.0,221,147.0,27.0,389,14,Nov,2019,Zondervan,Grand Rapids,United States,English,"281,036",95.22
2967,A Turtle's Guide to Introversion,"mind,body & spirit",4.06,1,0,1,Ton Mak,120.0,160,159.0,18.0,310,18,Feb,2021,Chronicle Books,San Francisco,United States,English,"27,340",66.08
2968,Press Here! Acupressure for Beginners : How to Release and Balance Energy Flow,"mind,body & spirit",3.85,0,0,1,Bob Doto,128.0,210,160.0,15.24,408.23,28,Feb,2019,Fair Winds Press,Rockport,United States,English,"250,593",105.81
2969,How to Stay Human in a F*cked-Up World : Mindfulness Practices for Real Life,"mind,body & spirit",3.86,0,0,1,Tim Desmond,208.0,210,140.0,20.0,300,24,Sep,2019,HarperCollins Publishers Inc,New York,United States,English,"87,097",85.4
2970,Symphonies for the Soul : Classical music to cure any ailment,"mind,body & spirit",4.0,1,0,1,Oliver Condy,192.0,214,156.0,20.0,339,23,Nov,2021,Octopus Publishing Group,London,United Kingdom,English,"40,820",62.84
2971,How to Stay Human in a F*cked-Up World : Mindfulness Practices for Real Life,"mind,body & spirit",3.86,0,0,1,Tim Desmond,208.0,210,140.0,20.0,300,24,Sep,2019,HarperCollins Publishers Inc,New York,United States,English,"87,097",85.4
2972,The First Class of the Michael School : Recapitulation Lessons and Mantras,"mind,body & spirit",,0,0,1,Rudolf Steiner,250.0,234,157.0,20.0,454,1,Dec,2018,"SteinerBooks, Inc",Great Barrington,MA,English,"277,575",128.93
2973,Believe in Yourself : You Are Amazing,"mind,body & spirit",4.08,1,0,1,Jose Toots,160.0,136,101.0,21.0,140,1,Nov,2016,Octopus Publishing Group,Chichester,United Kingdom,English,"284,846",41.44
2974,The Astrology of Love & Sex,"mind,body & spirit",3.89,0,0,1,Annabel Gat,288.0,209,160.0,26.0,580,30,Jul,2019,Chronicle Books,San Francisco,United States,English,"58,380",75.56
2975,"Dark Lord : H.P. Lovecraft, Kenneth Grant and the Typhonian Tradition in Magic","mind,body & spirit",4.01,1,0,1,Peter Levenda,352.0,229,152.0,31.5,1,13,Aug,2013,Ibis Press,Berwick,United States,English,"289,524",111.69
2976,On Doing Nothing : Finding Inspiration in Idleness,"mind,body & spirit",3.72,0,0,1,Roman Muradov,112.0,184,118.0,13.0,160,9,Jul,2018,Chronicle Books,San Francisco,United States,English,"308,229",50.68
2977,Thank Your Wicked Parents : Blessings from a Difficult Childhood,"mind,body & spirit",4.17,1,0,1,Richard Bach,160.0,133,120.0,15.24,136.08,31,Mar,2013,Rainbow Ridge Publishing,Faber,Va.,English,"302,711",58.95
2978,The New Materia Medica : Key Remedies for the Future of Homoeopathy,"mind,body & spirit",4.38,1,0,1,Colin Griffith,576.0,240,163.0,49.0,907,11,Apr,2017,Watkins Media,London,United Kingdom,English,"273,348",228.61
2979,Do Your Om Thing : Bending Yoga Tradition to Fit Your Modern Life,"mind,body & spirit",4.3,1,0,1,Rebecca Pacheco,288.0,238,160.0,25.0,445,3,Mar,2015,HarperCollins Publishers Inc,New York,United States,English,"288,351",120.29
2980,Shiatsu Theory and Practice,"mind,body & spirit",4.17,1,0,1,Carola Beresford-Cooke,428.0,253,192.0,32.0,"1,460",21,Mar,2016,Jessica Kingsley Publishers,London,United Kingdom,English,"284,672",277.97
2981,The Little Book of Medicinal Plants,"mind,body & spirit",4.33,1,0,1,Elisabeth Trotignon,176.0,160,107.0,25.4,272.16,3,May,2019,EPA,Paris,France,English,"288,737",58.96
2982,100 Days Happier : Daily Inspiration for Life-Long Happiness,"mind,body & spirit",3.78,0,0,1,Domonique Bertolucci,216.0,165,115.0,22.86,360,8,Jun,2021,Hardie Grant Books,South Yarra,Australia,English,"57,234",58.41
2983,"Lift Your Vibe : Eat, breathe and flow to sleep better, find peace and live your best life","mind,body & spirit",3.96,0,0,1,Richie Norton,272.0,216,158.0,21.0,659,24,Jun,2021,Penguin Books Ltd,London,United Kingdom,English,"294,783",86.68
2984,American Demon : Return to The Hollows,"mind,body & spirit",4.46,1,0,1,Kim Harrison,464.0,238,158.0,43.18,703.07,16,Jun,2020,Penguin Putnam Inc,New York,United States,English,"279,725",98.67
2985,The Little Book of Self-Care for Virgo : Simple Ways to Refresh and Restore-According to the Stars,"mind,body & spirit",3.73,0,0,1,Constance Stellas,160.0,152,114.0,15.0,211,10,Jan,2019,Adams Media Corporation,Holbrook,MA,English,"295,837",53.8
2986,Mystical Christ : Religion as a Personal Spiritual Experience,"mind,body & spirit",4.19,1,0,1,Manly P. Hall,254.0,250,160.0,18.54,410,1,Jul,1996,"Philosophical Research Society Inc.,U.S.",Los Angeles,CA,English,"285,011",78.85
2987,Winnie the Pooh: The Little Things in Life,"mind,body & spirit",4.52,1,0,1,Catherine Hapka,128.0,208,162.0,16.0,345,7,Sep,2021,Disney Editions,United States,United States,English,"60,433",82.2
2988,Three Books of Occult Philosophy,"mind,body & spirit",4.11,1,0,1,Heinrich Cornelius Agrippa,864.0,254,178.0,86.0,"3,039",9,Dec,2021,Inner Traditions Bear and Company,Rochester,United States,English,"47,607",602.84
2989,Mindful Silence : The Heart of Christian Contemplation,"mind,body & spirit",4.3,1,0,1,Phileena Heuertz,199.0,215.9,147.32,20.32,372,13,Nov,2018,InterVarsity Press,United States,United States,English,"276,645",74.42
2990,Mystisches Tarot,"mind,body & spirit",4.67,1,0,1,Catrin Welz-Stein,96.0,137,92.0,45.0,431,1,Dec,2020,Königsfurt-Urania,,,German,"295,247",118.11
2991,Occult Paris : The Lost Magic of the Belle Epoque,"mind,body & spirit",3.58,0,0,1,Tobias Churton,528.0,229,152.0,30.0,882,15,Dec,2016,Inner Traditions Bear and Company,Rochester,United States,English,"305,648",104.02
2992,Yoga and Science in Pain Care : Treating the Person in Pain,"mind,body & spirit",4.73,1,0,1,Neil Pearson,320.0,248,174.0,22.0,700,21,Aug,2019,Jessica Kingsley Publishers,London,United Kingdom,English,"293,985",214.53
2993,Encyclopedia of Remedy Relationships in Homoeopathy,"mind,body & spirit",5.0,1,0,1,Abdur Rehman,360.0,210,150.0,25.91,671,20,Aug,2003,Thieme Publishing Group,Stuttgart,Germany,English,"393,117",261.27
2994,Transparency : Seeing Through to Our Expanded Human Capacity,"mind,body & spirit",4.34,1,0,1,Penney Peirce,368.0,229,152.0,33.0,513,25,Jan,2018,Beyond Words Publishing,Hillsboro,Oregon,English,"284,751",101.68
2995,Mind Power : Secret Strategies for the Martial Arts (Achieving Power by Understanding the Inner Workings of the Mind),"mind,body & spirit",4.07,1,0,1,Kazumi Tabata,160.0,191,127.0,22.86,312,10,Sep,2010,Tuttle Publishing,Boston,United States,English,"294,953",61.22
2996,Dropping the Struggle : Seven Ways to Love the Life You Have,"mind,body & spirit",3.92,0,0,1,Roger Housden,176.0,191,133.0,15.24,249.48,6,Sep,2016,New World Library,Novato,CA,English,"283,162",78.27
2997,La Santa Cruz de Caravaca : nuevo tesoro de oraciones,"mind,body & spirit",,0,0,1,Aa.Vv.,224.0,,,,,12,May,1999,"Editorial Humanitas, S.L.",Spain,Spain,Spanish,"11,250",76.22
2998,Let's Face It : Secrets of a Skincare Obsessive,"mind,body & spirit",4.1,1,0,1,Rio Viera-Newton,208.0,182,182.0,20.0,560,25,Mar,2021,"Little, Brown & Company",New York,United States,English,"80,603",87.56
2999,Radical Compassion : Learning to Love Yourself and Your World with the Practice of RAIN,"mind,body & spirit",4.26,1,0,1,Tara Brach,288.0,218,147.0,25.0,397,31,Dec,2019,VIKING,United States,United States,English,"292,082",95.2
3000,"Belong : Find Your People, Create Community, and Live a More Connected Life","mind,body & spirit",3.63,0,0,1,Radha Agrawal,232.0,203,152.0,22.86,498.95,4,Sep,2018,Workman Publishing,New York,United States,English,"302,423",92.2
3001,The Precious Present,"mind,body & spirit",3.87,0,0,1,Spencer Johnson,80.0,218,145.0,15.0,261,1,Oct,1992,Random House USA Inc,New York,United States,English,"77,371",79.3
3002,Rules Of The Red Rubber Ball : Find and Sustain Your Life's Work,"mind,body & spirit",4.02,1,0,1,Kevin Carroll,96.0,146,107.0,14.48,198,3,Nov,2005,Espn Books,New York,United States,English,"300,374",80.55
3003,I Ching,"mind,body & spirit",4.15,1,0,1,John Minford,960.0,242,163.0,47.0,"1,226",7,May,2015,Penguin Books Ltd,London,United Kingdom,English,"320,315",140.97
3004,The Numinous Tarot Guide : A new way to read the cards,"mind,body & spirit",4.67,1,0,1,The Numinous,336.0,182,134.0,30.0,342,12,Oct,2021,Octopus Publishing Group,London,United Kingdom,English,"271,356",65.7
3005,Redeeming Heartache : How Past Suffering Reveals Our True Calling,"mind,body & spirit",4.33,1,0,1,"Dan B. Allender, PLLC",272.0,236,157.0,25.0,416,14,Oct,2021,Zondervan,Grand Rapids,United States,English,"81,785",80.01
3006,Sunrise Gratitude: Volume 2 : 365 Morning Meditations for Joyful Days All Year Long,"mind,body & spirit",4.18,1,0,1,Emily Silva,208.0,195,145.0,22.86,498.95,8,Sep,2020,Rock Point,New York,United States,English,"49,009",73.15
3007,The Little Book of Mindfulness Colouring,"mind,body & spirit",1.0,0,0,1,Holly Macdonald,96.0,178,147.0,20.0,330,14,Jan,2016,Quadrille Publishing Ltd,London,United Kingdom,English,"300,037",63.51
3008,"The Power Wish : Japan's Leading Astrologer Reveals the Moon's Secrets for Finding Success, Happiness, and the Favor of the Universe","mind,body & spirit",4.06,1,0,1,Keiko,288.0,185,132.0,25.0,289,9,Feb,2021,Penguin Life,United States,United States,English,"368,249",68.88
3009,"Soul Healing Miracles : Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies","mind,body & spirit",3.74,0,0,1,Zhi Gang Sha,336.0,234,157.0,29.0,573,12,Nov,2013,BENBELLA BOOKS,Dallas,United States,English,"35,270",75.96
3010,Be More Sloth : Get the Hang of Living Life in the Slow Lane,"mind,body & spirit",3.86,0,0,1,Alison Davies,144.0,155,120.0,20.32,260,21,Aug,2018,Quadrille Publishing Ltd,London,United Kingdom,English,"291,248",50.01
3011,A-6 Intruder: Grumman's All-Weather Interdictor from Vietnam to the Persian Gulf,"mind,body & spirit",,0,0,1,David F. Brown,128.0,229,229.0,18.03,839.15,23,Nov,2021,Schiffer Publishing Ltd,Atglen,United States,English,"26,674",96.85
3012,"The Mindful Vegan : A 30-Day Plan for Finding Health, Balance, Peace, and Happiness","mind,body & spirit",3.71,0,0,1,Lani Muelrath,320.0,238,159.0,26.0,507,10,Oct,2017,BenBella Books,Dallas,United States,English,"296,645",63.09
3013,The Little Book of Self-Care for Gemini : Simple Ways to Refresh and Restore-According to the Stars,"mind,body & spirit",3.93,0,0,1,Constance Stellas,160.0,152,114.0,15.0,206,10,Jan,2019,Adams Media Corporation,Holbrook,MA,English,"315,934",58.33
3014,"The Paleo Coach : Expert Advice for Extraordinary Health, Sustainable Fat Loss, and an Incredible Body","mind,body & spirit",4.13,1,0,1,Jacon Seib,258.0,234,161.0,25.4,490,5,Mar,2013,Victory Belt Publishing,United States,United States,English,"299,990",102.05
3015,Celtic Tree Journal,"mind,body & spirit",,0,0,1,Lo Scarabeo,200.0,183,130.0,20.0,295,8,Sep,2011,Lo Scarabeo,United States,United States,English,"72,309",66.74
3016,"The Artist's Way : A Spiritual Path to Higher Creativity, Twenty-Fifth Anniversary Edition","mind,body & spirit",3.91,0,0,1,Julia Cameron,272.0,236,193.0,23.0,663,18,Mar,2002,Penguin Putnam Inc,Los Angeles,United States,English,"302,795",123.64
3017,Secrets of the Stations of the Cross and the Grail Blood : The Mystery of Transformation,"mind,body & spirit",4.67,1,0,1,Judith von Halle,160.0,180,130.0,19.56,258.55,29,Feb,2008,Temple Lodge Publishing,East Sussex,United Kingdom,English,"327,826",64.65
3018,Mindfulness for Unravelling Anxiety : Finding Calm & Clarity in Uncertain Times,"mind,body & spirit",3.83,0,0,1,Richard Gilpin,144.0,200,130.0,15.24,226.8,2,Apr,2018,The Ivy Press,Lewes,United Kingdom,English,"298,268",54.13
3019,Be Your Own Astrologer : Unlock the Secrets of the Signs and Planets,"mind,body & spirit",3.73,0,0,1,Joanna Watters,160.0,152,115.0,17.78,254,11,Sep,2018,"Ryland, Peters & Small Ltd",London,United Kingdom,English,"381,019",49.89
3020,"Good Mornings : Morning Rituals for Wellness, Peace and Purpose","mind,body & spirit",3.71,0,0,1,Linnea Dunne,192.0,214,152.0,22.0,520,2,Jul,2019,Octopus Publishing Group,London,United Kingdom,English,"273,707",66.59
3021,The Book of 528 : Prosperity Key of Love,"mind,body & spirit",4.24,1,0,1,Leonard G Horowitz,389.0,234,163.0,33.0,794,2,Oct,2019,Medical Veritas International Inc.,United States,United States,English,"294,011",305.02
3022,The King Who Refused to Die : The Anunnaki and the Search for Immortality,"mind,body & spirit",4.0,1,0,1,Zecharia Sitchin,256.0,229,152.0,23.0,547,23,Oct,2013,Inner Traditions Bear and Company,Rochester,United States,English,"316,427",85.64
3023,Practical Guide to Dowsing,"mind,body & spirit",4.67,1,0,1,Patrick Macmanaway,96.0,220.98,172.72,12.7,408.23,6,Sep,2013,Anness Publishing,London,United Kingdom,English,"316,878",53.08
3024,Outside the Box Cancer Therapies : Alternative Therapies That Treat and Prevent Cancer,"mind,body & spirit",4.36,1,0,1,Dr. Mark Stengler,384.0,234,190.0,35.0,855,24,Apr,2018,Hay House Inc,Carlsbad,United States,English,"294,975",109.9
3025,Wiccan Kitchen : A Guide to Magickal Cooking & Recipes,"mind,body & spirit",3.93,0,0,1,Lisa Chamberlain,216.0,165,140.0,25.4,453.59,7,May,2020,Sterling Publishing Co Inc,New York,United States,English,"58,452",69.78
3026,Impossible Truths : Amazing Evidence of Extraterrestrial Contact,"mind,body & spirit",4.03,1,0,1,Erich Von Daniken,208.0,234,153.0,22.86,635.03,18,Jan,2018,Watkins Media,London,United Kingdom,English,"275,912",
3027,The Gift of Silence : Finding peace in a world full of noise,"mind,body & spirit",3.6,0,0,1,Kankyo Tannier,192.0,202,132.0,20.0,260,11,Jan,2018,Hodder & Stoughton,London,United Kingdom,English,"300,414",87.98
3028,Niksen : Embracing the Dutch Art of Doing Nothing,"mind,body & spirit",3.08,0,0,1,Olga Mecking,240.0,180,130.0,22.0,267,1,Oct,2020,"Little, Brown Book Group",London,United Kingdom,English,"80,143",68.29
3029,The Veritable Key of Solomon,"mind,body & spirit",4.61,1,0,1,Stephen Skinner,448.0,255,190.0,37.34,"1,202.02",30,Mar,2009,"Llewellyn Publications,U.S.",Minnesota,United States,English,"288,634",226.31
3030,Goals : Inspirational Stories to Help Tackle Life's Challenges,"mind,body & spirit",4.0,1,0,1,Gianluca Vialli,400.0,218,140.0,40.0,500,14,May,2020,Headline Publishing Group,London,United Kingdom,English,"264,481",76.88
3031,Niksen : Embracing the Dutch Art of Doing Nothing,"mind,body & spirit",3.08,0,0,1,Olga Mecking,240.0,180,130.0,22.0,267,1,Oct,2020,"Little, Brown Book Group",London,United Kingdom,English,"80,143",68.29
3032,Restore,"mind,body & spirit",3.78,0,0,1,Shannah Kennedy,216.0,186,119.0,20.0,329,2,Apr,2019,Penguin Random House Australia,Hawthorn,Australia,,"283,942",104.29
3033,The Blue Day Book Illustrated Edition : A Lesson in Cheering Yourself Up,"mind,body & spirit",4.03,1,0,1,Bradley Trevor Greive,128.0,185,188.0,20.0,447,11,Jul,2019,Andrews McMeel Publishing,Kansas City,United States,English,"349,100",62.03
3034,"The Healing Magic of Forest Bathing : Finding Calm, Creativity, and Connection in the Natural World","mind,body & spirit",3.82,0,0,1,Julia Plevin,176.0,191,139.0,20.32,408.23,5,Mar,2019,Ten Speed Press,Berkeley CA,United States,English,"260,617",59.82
3035,You Are Amazing,"mind,body & spirit",4.07,1,0,1,Alexa Kaye,160.0,136,101.0,22.0,203,12,Jan,2017,Octopus Publishing Group,United Kingdom,United Kingdom,English,"344,396",42.75
3036,You Got This : Empowering Quotes and Cheering Statements for Inspiration and Motivation,"mind,body & spirit",4.11,1,0,1,Summersdale Publishers,160.0,136,101.0,20.32,204.12,1,Sep,2017,Octopus Publishing Group,United Kingdom,United Kingdom,English,"303,411",42.77
3037,"The Abundance Project : 40 Days to More Wealth, Health, Love, and Happiness","mind,body & spirit",4.24,1,0,1,Derek Rydall,288.0,229,152.0,25.0,442,8,Mar,2018,Beyond Words Publishing,Hillsboro,Oregon,English,"308,084",105.5
3038,"Witching Hour: A Journal for Cultivating Positivity, Confidence, and Other Magic","mind,body & spirit",3.45,0,0,1,Sarah Bartlett,160.0,184,140.0,21.0,360,5,Feb,2019,Abrams,New York,United States,English,"308,953",61.82
3039,Yoga : The Greater Tradition,"mind,body & spirit",3.93,0,0,1,David Frawley,96.0,178,121.0,13.0,238,5,Aug,2008,Mandala Publishing Group,California,United States,English,"314,993",59.17
3040,"Little Bit of Astrology, A : An Introduction to the Zodiac","mind,body & spirit",3.49,0,0,1,Colin Bedell,128.0,178,127.0,15.24,181.44,7,Nov,2018,Sterling Publishing Co Inc,New York,United States,English,"73,057",51.55
3041,The Altar Within : A Radical Devotional Guide to Liberate the Divine Self,"mind,body & spirit",2.0,0,0,1,Juliet Diaz,264.0,229,178.0,19.0,532,22,Feb,2022,Row House Publishing,,,English,"7,932",78.01
3042,Love for Imperfect Things : How to Accept Yourself in a World Striving for Perfection,"mind,body & spirit",4.26,1,0,1,Haemin Sunim,272.0,198,134.0,27.0,391,24,Dec,2018,Penguin Life,United States,United States,English,"304,041",92.15
3043,You Do You : How to Be Who You Are and Use What You've Got to Get What You Want,"mind,body & spirit",3.62,0,0,1,Sarah Knight,320.0,180,132.0,28.0,318,21,Nov,2017,"Little, Brown & Company",United States,United States,English,"307,591",79.08
3044,"The Zohar : Pritzker Edition, Volume Seven","mind,body & spirit",4.64,1,0,1,Daniel Matt,608.0,254,178.0,43.18,"1,247",14,Nov,2012,Stanford University Press,Palo Alto,United States,English,"298,001",193.59
3045,1001 Tarot Spreads : The Complete Book of Tarot Spreads for Every Purpose,"mind,body & spirit",4.67,1,0,1,Cassandra Eason,544.0,203,203.0,36.07,"1,179.34",6,Jul,2021,Sterling Publishing Co Inc,New York,United States,English,"276,237",124.25
3046,The Heart Is Noble : Changing the World from the Inside Out,"mind,body & spirit",4.56,1,0,1,Ogyen Trinley Dorje The Karmapa,216.0,223,146.0,21.0,390,19,Feb,2013,Shambhala Publications Inc,Boston,United States,English,"314,530",84.92
3047,The Zoologist's Guide to the Galaxy : What Animals on Earth Reveal about Aliens - and Ourselves,"mind,body & spirit",4.02,1,0,1,Arik Kershenbaum,368.0,222,144.0,34.0,483,24,Sep,2020,Penguin Books Ltd,London,United Kingdom,English,"288,553",90.34
3048,A Beginner's Guide to the Universe : Uncommon Ideas for Living an Unusually Happy Life,"mind,body & spirit",4.13,1,0,1,Mike Dooley,256.0,185,136.0,19.0,270,11,Jul,2019,Hay House Inc,Carlsbad,United States,English,"315,405",80.83
3049,The Essential Sheehan : A Lifetime of Running Wisdom from the Legendary Dr. George Sheehan,"mind,body & spirit",4.23,1,0,1,George Sheehan,336.0,239,170.0,27.0,662,29,Oct,2013,Rodale Incorporated,Pennsylvania,United States,English,"330,248",102.45
3050,A Practical Guide to Cupping Therapy : A Natural Approach to Heal Through Traditional Chinese Medicine,"mind,body & spirit",3.67,0,0,1,Wu Zhongchao,200.0,260,191.0,22.86,964,10,Oct,2017,BetterLink Press Incorporated,New York,United States,English,"316,487",122.44
3051,The Literary Book of Answers,"mind,body & spirit",3.87,0,0,1,Carol Bolt,704.0,170,147.0,51.0,635,23,Oct,2018,Hachette Books,United States,United States,English,"307,797",47.42
3052,"The Royal Seal of Mahamudra, Volume Two : A Guidebook for the Realization of Coemergence","mind,body & spirit",5.0,1,0,1,Rinpoche Khamtrul,256.0,229,152.0,35.56,725.75,11,Aug,2020,Shambhala Publications Inc,Ithaca,United States,English,"290,584",122.99
3053,Numerology : Numbers and their Influence - Updated 6th Edition,"mind,body & spirit",4.29,1,0,1,RoseMaree Templeton,272.0,210,135.0,22.86,408.23,1,Oct,2016,Rockpool Publishing,Double Bay,NSW,English,"337,129",69.69
3054,"The Book of Celtic Symbols : Symbols, Stories, and Blessings for Everyday Living","mind,body & spirit",4.0,1,0,1,Joules Taylor,160.0,210,170.0,15.24,540,10,Mar,2020,"Ryland, Peters & Small Ltd",London,United Kingdom,English,"46,609",63.96
3055,"Bubble Riding : A Relaxation Story Teaching Children a Visualization Technique to See Positive Outcomes, While Lowering Stress","mind,body & spirit",4.05,1,0,1,Lori Lite,34.0,204,254.0,9.0,354,7,Sep,2017,Stress Free Kids,United Kingdom,United Kingdom,English,"305,029",72.49
3056,"The Goodnight Caterpillar : A Children's Relaxation Story to Improve Sleep, Manage Stress, Anxiety, Anger","mind,body & spirit",4.26,1,0,1,Lori Lite,32.0,205,10.0,8.38,308.44,22,Sep,2017,LiteBooks.net LLC,Marietta,United States,English,"311,511",73.47
3057,Mahamudra and Related Instructions : Core Teachings of the Kagyu Schools,"mind,body & spirit",4.47,1,0,1,Peter Alan Roberts,832.0,229,152.0,53.59,"1,224.7",17,May,2011,"Wisdom Publications,U.S.",Somerville,United States,English,"305,823",203.6
3058,The 1619 Project : A New Origin Story,"mind,body & spirit",4.56,1,0,1,Nikole Hannah-Jones,288.0,235,156.0,38.1,907.18,17,Nov,2021,Random House USA Inc,New York,United States,English,"74,190",134.72
3059,"The Crystal Seer : Power Crystals for Magic, Meditation & Ritual","mind,body & spirit",4.26,1,0,1,Judy Hall,176.0,203,127.0,15.24,385.55,12,Apr,2018,Fair Winds Press,Rockport,United States,English,"289,797",60.95
3060,Press Here! Massage for Beginners : A Simple Route to Relaxation and Releasing Tension,"mind,body & spirit",3.96,0,0,1,Rachel Beider,128.0,210,160.0,17.78,408.23,28,Feb,2019,Fair Winds Press,Rockport,United States,English,"51,215",61.41
3061,The Art of Celtic Seership : How to Divine from Nature and the Otherworld,"mind,body & spirit",5.0,1,0,1,Caitlin Matthews,208.0,216,135.0,20.32,317.51,9,Mar,2021,Watkins Media,London,United Kingdom,English,"313,334",66.96
3062,The Craft of Gardens : The Classic Chinese Text on Garden Design,"mind,body & spirit",4.11,1,0,1,Ji Cheng,144.0,279,216.0,22.86,"1,021",10,May,2012,Shanghai Press,United States,United States,English,"309,237",139.44
3063,Cheiro's Book of Numbers,"mind,body & spirit",3.5,0,0,1,(Pseudonym) Cheiro,160.0,229,152.0,13.0,408,2,Feb,2015,Ancient Wisdom Publications,,,English,"317,298",76.5
3064,Necronomicon,"mind,body & spirit",3.18,0,0,1,Simon,288.0,260,184.0,30.0,"1,360.78",5,Feb,2009,"Hays (Nicolas) Ltd ,U.S.",York Beach,United States,English,"311,971",384.72
3065,Genesis Revisited : Is Modern Science Catching Up with Ancient Knowledge?,"mind,body & spirit",4.11,1,0,1,Zecharia Sitchin,352.0,229,152.0,30.48,1,25,Apr,2002,Inner Traditions Bear and Company,Rochester,VT,English,"313,639",86.25
3066,"The Herbal Remedy Handbook : Treat everyday ailments naturally, from coughs & colds to anxiety & eczema","mind,body & spirit",4.6,1,0,1,Kim Walker,176.0,244,216.0,22.0,880,7,May,2019,Octopus Publishing Group,London,United Kingdom,English,"350,555",85.41
3067,Tarot Tracker: A Year-Long Journey,"mind,body & spirit",4.73,1,0,1,Angelo Nasios,400.0,216,152.0,27.94,725.75,28,Dec,2017,Schiffer Publishing Ltd,United States,United States,English,"303,289",104.31
3068,The Art of Stopping Time : Practical Mindfulness for Busy People,"mind,body & spirit",3.73,0,0,1,Pedram Shojai,224.0,185,133.0,19.0,286,24,Oct,2017,Potter/Ten Speed/Harmony/Rodale,New York,United States,English,"323,924",80.12
3069,Gua Sha Scraping Massage Techniques : A Natural Way of Prevention and Treatment through Traditional Chinese Medicine,"mind,body & spirit",4.56,1,0,1,Wu Zhongchao,200.0,260,184.0,25.4,997.9,22,May,2018,Shanghai Press,United States,United States,English,"50,423",111.58
3070,The Actor: Volume 1 : How to Live an Authentic Life,"mind,body & spirit",3.85,0,0,1,Don Miguel Ruiz,160.0,216,135.0,20.0,310,16,Mar,2021,The Ivy Press,Brighton,United Kingdom,English,"20,833",51.65
3071,The Hebrew Letters,"mind,body & spirit",4.46,1,0,1,Rabbi Yitzchak Ginsburgh,516.0,229,152.0,33.0,925,30,Jan,1990,Gal Einei Publication,Kfar Habad,Israel,English,"345,509",153.34
3072,How God Works : The Science Behind the Benefits of Religion,"mind,body & spirit",3.97,0,0,1,David DeSteno,256.0,229,152.0,23.0,426,11,Nov,2021,Simon & Schuster,New York,United States,English,"32,536",96.1
3073,The Alchemy of Womanhood,"mind,body & spirit",4.5,1,0,1,Dolores Rice,194.0,203,127.0,14.0,340,8,Jun,2016,Blackbirch Press,,,English,"273,699",81.18
3074,"Mind in the Balance : Meditation in Science, Buddhism, and Christianity","mind,body & spirit",3.9,0,0,1,B. Alan Wallace,264.0,229,152.0,22.61,471.74,3,Mar,2009,Columbia University Press,New York,United States,English,"321,036",78.6
3075,Journey of the Mind,"mind,body & spirit",,0,0,1,Koi,144.0,220,220.0,25.4,929.86,22,Dec,2021,Anomie Publishing,Wakefield,United Kingdom,English,"36,978",156.6
3076,"Plant Teachers : Ayahuasca, Tobacco, and the Pursuit of Knowledge","mind,body & spirit",4.21,1,0,1,Jeremy Narby,144.0,127,203.0,16.0,226.8,30,Sep,2021,New World Library,Novato,CA,English,"20,050",79.81
3077,The Seven Decisions : Understanding the Keys to Personal Success,"mind,body & spirit",4.3,1,0,1,Andy Andrews,198.0,216,143.0,20.0,317,5,Jun,2014,Thomas Nelson Publishers,Nashville,United States,English,"307,480",58.8
3078,Radically Content : Being Satisfied in an Endlessly Dissatisfied World,"mind,body & spirit",,0,0,1,Jamie Varon,208.0,,,,,12,Apr,2022,Rock Point,New York,United States,English,"320,112",69.65
3079,"New Manual of Homoeopathic Materia Medica & Repertory with Relationship of Remedies : Including Indian Drugs, Nosodes  Uncommon, Rare Remedies, Mother Tinctures, Relationship, Sides of the Body, Drug Affinites & List of Abbreviation: 3rd Edition","mind,body & spirit",4.56,1,0,1,William Boericke,1193.0,145,220.0,50.8,"1,072",11,May,2021,B Jain Publishers Pvt Ltd,New Delhi,India,English,"311,580",124.62
3080,"The Happy Vegan : A Guide to Living a Long, Healthy, and Successful Life","mind,body & spirit",4.1,1,0,1,Russell Simmons,234.0,185,135.0,25.4,277,12,Nov,2015,Penguin Putnam Inc,New York,United States,English,"323,191",76.77
3081,The Awakened Millionaire : A Manifesto for the Spiritual Wealth Movement,"mind,body & spirit",3.96,0,0,1,Joe Vitale,208.0,236,162.0,22.0,342,20,May,2016,John Wiley & Sons Inc,New York,United States,English,"312,689",75.01
