book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
Dreamer's Journal : An Illustrated Guide to the Subconscious,3,4.4,1,0,1,Caitlin Keegan,160.0,203.0,152.0,17.78,408.23,9,4,2019,Potter/Ten Speed/Harmony/Rodale,United States,United States,1,25512,70.97
The Meaning of Life,3,3.92,0,0,1,The School of Life,136.0,163.0,123.0,17.78,263.08,7,1,2020,The School of Life Press,United Kingdom,United Kingdom,1,66032,56.46
"Help, Thanks, Wow : The Three Essential Prayers",3,3.96,0,0,1,Anne Lamott,106.0,211.0,120.0,16.0,208.0,28,2,2013,Penguin Putnam Inc,New York,United States,1,86656,85.68
Legendary Ladies: 50 Goddesses to Empower and Inspire You,3,4.21,1,0,1,Ann Shen,128.0,236.0,198.0,21.0,560.0,9,7,2018,CHRONICLE BOOKS,San Francisco,United States,1,58398,75.57
"Stress Less, Accomplish More : Meditation for Extraordinary Performance",3,3.85,0,0,1,Emily Fletcher,272.0,229.0,160.0,28.0,431.0,19,2,2019,HarperCollins Publishers Inc,United States,United States,1,84707,94.02
Bright Poems for Dark Days : An anthology for hope,3,4.47,1,0,1,Julie Sutherland,128.0,200.0,150.0,20.32,430.91,21,12,2021,Frances Lincoln Publishers Ltd,London,United Kingdom,1,73102,75.09
Big Magic : Creative Living Beyond Fear,3,3.93,0,0,1,Elizabeth Gilbert,288.0,216.0,144.0,28.0,471.0,22,9,2015,Penguin Putnam Inc,United States,United States,1,48235,96.79
The Prime : Prepare and Repair Your Body for Spontaneous Weight Loss,3,4.17,1,0,1,Kulreet Chaudhary,320.0,242.0,163.0,28.0,522.0,5,1,2016,Random House USA Inc,New York,United States,1,87554,84.94
One Day My Soul Just Opened Up: 40 Days and 40 Nights Toward Spiritual Strength and Personal Growth,3,4.13,1,0,1,Vanzant,320.0,220.0,145.0,26.0,425.0,10,2,1998,Simon & Schuster Ltd,London,United Kingdom,1,73619,75.64
"Old Ways, Old Secrets : Pagan Ireland: Myth * Landscape * Tradition",3,3.91,0,0,1,Jo Kerrigan,288.0,216.0,135.0,27.0,513.0,28,8,2015,O'Brien Press Ltd,Dublin,Ireland,1,8296,81.96
The Power of Nunchi : The Korean Secret to Happiness and Success,3,3.4,0,0,1,Euny Hong,240.0,184.0,136.0,25.0,312.0,23,10,2019,Cornerstone,London,United Kingdom,1,85330,73.18
Tiny Buddha's 365 Tiny Love Challenges,3,4.01,1,0,1,Lori Deschene,496.0,187.0,140.0,38.0,490.0,5,11,2015,HarperCollins Publishers Inc,New York,United States,1,87609,66.09
A Little Happier : Notes for reassurance,3,4.17,1,0,1,Derren Brown,128.0,204.0,136.0,17.0,220.0,15,10,2020,Transworld Publishers Ltd,London,United Kingdom,1,42208,52.35
"There Were Giants Upon the Earth : Gods, Demigods, and Human Ancestry: the Evidence of Alien DNA",3,4.02,1,0,1,Zecharia Sitchin,352.0,229.0,153.0,32.0,1.0,29,7,2010,Inner Traditions Bear and Company,Rochester,United States,1,88666,86.25
The Power of Crystal Healing : A Beginner's Guide to Getting Started With Crystals,3,3.93,0,0,1,Emma Lucy Knowles,192.0,194.0,153.0,19.0,430.0,8,3,2018,Ebury Publishing,London,United Kingdom,1,51785,69.29
"A Book For Life : 10 steps to spiritual wisdom, a clear mind and lasting happiness",3,4.38,1,0,1,Jo Bowlby,240.0,218.0,160.0,22.0,385.0,25,1,2022,Hodder & Stoughton,United Kingdom,United Kingdom,1,17781,68.66
Book of Shadows,3,4.05,1,0,1,Green Magic Publishing,160.0,210.0,141.0,20.0,408.0,1,3,2003,Green Magic Publishing,Sutton Mallet,United Kingdom,1,90721,65.79
A Little Bit of Crystals : An Introduction to Crystal Healing,3,3.75,0,0,1,Cassandra Eason,128.0,177.0,127.0,13.0,136.0,20,1,2015,Sterling Publishing Co Inc,New York,United States,1,89512,46.17
Star Wars Be More Yoda : Mindful Thinking from a Galaxy Far Far Away,3,3.86,0,0,1,Christian Blauvelt,72.0,185.0,135.0,11.0,199.0,9,10,2018,Dorling Kindersley Ltd,London,United Kingdom,1,82965,44.73
"Witch, Please : Empowerment and Enlightenment for the Modern Mystic",3,3.94,0,0,1,Victoria Maxwell,208.0,181.0,134.0,22.0,400.0,20,8,2020,HarperCollins Publishers,London,United Kingdom,1,87873,65.63
Water Crystal Healing : Music and Images to Restore Your Well-Being,3,4.34,1,0,1,Masaru Emoto,64.0,254.0,203.0,13.0,571.0,17,10,2006,Beyond Words Publishing,Hillsboro,Oregon,1,48854,118.63
"Maia Toll's Wild Wisdom Companion: A Guided Journey into the Mystical Rhythms of the Natural World, Season by Season",3,4.6,1,0,1,Maia Toll,192.0,203.0,203.0,20.32,748.43,1,12,2021,Storey Publishing LLC,North Adams,United States,1,47797,83.84
The Journey Within : Exploring the Path of Bhakti,3,4.75,1,0,1,Radhanath Swami,320.0,229.0,152.0,28.0,683.0,17,5,2016,Mandala Publishing Group,California,United States,1,89318,82.8
The Five Powers : A guide to personal peace and freedom,3,4.5,1,0,1,Stephen Fulder,304.0,214.0,154.0,30.0,740.0,2,7,2020,Octopus Publishing Group,United Kingdom,United Kingdom,1,100139,76.01
The Gate of Light : How to Connect and Heal with Source,3,4.85,1,0,1,Lars Muhl,192.0,185.0,123.0,20.32,235.87,21,6,2018,Watkins Media,London,United Kingdom,1,21011,65.27
Heaven and Hell : A History of the Afterlife,3,4.07,1,0,1,Bart D. Ehrman,352.0,234.0,153.0,30.0,562.0,2,4,2020,Oneworld Publications,London,United Kingdom,1,92130,85.77
Mind to Matter : The Astonishing Science of How Your Brain Creates Material Reality,3,4.12,1,0,1,"Dawson Church, Ph.D.",360.0,235.0,160.0,30.0,675.0,12,6,2018,Hay House Inc,Carlsbad,United States,1,93280,112.33
Don't Give the Enemy a Seat at Your Table : It's Time to Win the Battle of Your Mind...,3,4.39,1,0,1,Louie Giglio,224.0,210.0,146.0,25.0,389.0,11,5,2021,Thomas Nelson Publishers,Nashville,United States,1,91381,88.7
Happiness and How It Happens : Finding Contentment through Mindfulness,3,4.18,1,0,1,The Happy Buddha,144.0,200.0,130.0,17.78,260.0,15,9,2016,The Ivy Press,Lewes,United Kingdom,1,43274,78.82
"Discovering Your Soul Signature : A 33-Day Path to Purpose, Passion & Joy",3,4.09,1,0,1,Panache Desai,272.0,197.0,133.0,24.0,318.0,29,4,2014,Random House USA Inc,New York,United States,1,89501,90.52
The Kindness Coach,3,4.18,1,0,1,Dr Sarah Jane Arnold,128.0,165.0,111.0,17.0,158.76,1,4,2019,Michael O'Mara Books Ltd,London,United Kingdom,1,82760,40.92
Loading Penguin Hugs : Heartwarming Comics from Chibird,3,4.44,1,0,1,Jacqueline Chen,88.0,155.0,127.0,15.0,211.0,13,12,2018,Andrews McMeel Publishing,Kansas City,United States,1,58698,62.63
Cunningham's Book of Shadows : The Path of an American Traditionalist,3,4.23,1,0,1,Scott Cunningham,288.0,229.0,152.0,24.38,580.6,8,10,2009,"Llewellyn Publications,U.S.",Minnesota,United States,1,93571,94.62
Wisdom Rising : Journey into the Mandala of the Empowered Feminine,3,4.31,1,0,1,Lama Tsultrim Allione,368.0,229.0,152.0,33.0,567.0,14,6,2018,SIMON & SCHUSTER,New York,United States,1,94469,95.55
Star Power : A Simple Guide to Astrology for the Modern Mystic,3,3.75,0,0,1,Vanessa Montgomery,192.0,185.0,135.0,25.4,460.0,20,9,2018,Quadrille Publishing Ltd,London,United Kingdom,1,90858,66.81
Chariots of the Gods : 50th Anniversary Edition,3,3.52,0,0,1,Erich Von Daniken,240.0,216.0,135.0,19.0,357.0,17,7,2018,Penguin Putnam Inc,United States,United States,1,78256,87.13
"Waking the Witch : Reflections on Women, Magic, and Power",3,4.04,1,0,1,Pam Grossman,304.0,210.0,135.0,25.0,361.0,11,7,2019,Simon & Schuster,New York,United States,1,84916,60.25
The Transformation : Discovering Wholeness and Healing After Trauma,3,4.27,1,0,1,James S. Gordon,384.0,229.0,152.0,31.0,646.0,16,10,2019,HarperCollins Publishers Inc,New York,United States,1,87441,107.35
Mindsight : The New Science of Personal Transformation,3,4.07,1,0,1,Daniel J. Siegel,336.0,241.0,164.0,27.0,539.0,12,1,2010,Random House USA Inc,New York,United States,1,94376,103.76
When Heaven Calls : Life Lessons from America's Top Psychic Medium,3,4.23,1,0,1,Matt Fraser,224.0,229.0,152.0,23.0,395.0,30,4,2020,Simon & Schuster,New York,United States,1,79313,93.15
"Yoga 365 : Daily Wisdom for Life, On and Off the Mat",3,4.5,1,0,1,Susanna Harwood Rubin,372.0,163.0,101.0,32.0,340.0,4,10,2016,CHRONICLE BOOKS,San Francisco,United States,1,58385,63.78
"Beyond Biocentrism : Rethinking Time, Space, Consciousness, and the Illusion of Death",3,4.04,1,0,1,Robert Lanza,224.0,235.0,160.0,19.0,408.0,17,4,2018,BENBELLA BOOKS,Dallas,United States,1,96146,94.45
Destination Simple,3,3.66,0,0,1,Brooke Mcalary,128.0,180.0,110.0,15.24,158.76,1,9,2017,HEAD OF ZEUS,United Kingdom,United Kingdom,1,98148,54.55
The Buddha and the Badass : The Secret Spiritual Art of Succeeding at Work,3,4.05,1,0,1,Vishen Lakhiani,288.0,235.0,156.0,30.48,521.63,9,6,2020,Potter/Ten Speed/Harmony/Rodale,United States,United States,1,96563,100.76
The Little Book of Self-Care for Mums-To-Be,3,4.5,1,0,1,Beccy Hands,224.0,183.0,134.0,24.0,422.0,24,9,2020,Ebury Publishing,London,United Kingdom,1,5787,68.39
The Spirit Engineer,3,3.98,0,0,1,A. J. West,304.0,216.0,135.0,31.0,412.0,7,10,2021,Prelude,United Kingdom,United Kingdom,1,72611,74.45
The Green Witch's Grimoire : Your Complete Guide to Creating Your Own Book of Natural Magic,3,4.19,1,0,1,Arin Murphy-Hiscock,256.0,229.0,152.0,23.0,460.0,6,10,2020,Adams Media Corporation,Holbrook,MA,1,21910,62.91
"The Modern Witchcraft Guide to the Wheel of the Year : From Samhain to Yule, Your Guide to the Wiccan Holidays",3,3.82,0,0,1,Judy Ann Nock,240.0,229.0,152.0,23.0,440.0,14,12,2017,Adams Media Corporation,Holbrook,MA,1,54023,62.5
Yoga: A Manual for Life,3,4.31,1,0,1,Ms Naomi Annand,224.0,235.0,210.0,27.0,904.0,31,10,2019,Bloomsbury Publishing PLC,London,United Kingdom,1,57436,95.7
"Wicca for Beginners : A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",3,4.15,1,0,1,Lisa Chamberlain,176.0,178.0,127.0,17.78,272.16,7,8,2020,Sterling Publishing Co Inc,New York,United States,1,97179,63.28
Undoctored : Why Health Care Has Failed You and How You Can Become Smarter Than Your Doctor,3,4.15,1,0,1,William Davis,416.0,237.0,159.0,34.0,675.0,9,5,2017,Potter/Ten Speed/Harmony/Rodale,New York,United States,1,98157,104.78
The Healing Power of Plants : The Hero House Plants that Love You Back,3,3.84,0,0,1,Fran Bailey,192.0,193.0,153.0,22.0,420.0,2,5,2019,Ebury Publishing,London,United Kingdom,1,102239,68.35
Living Like You Mean It : Use the Wisdom and Power of Your Emotions to Get the Life You Really Want,3,4.13,1,0,1,Ronald J. Frederick,208.0,236.0,166.0,21.0,396.0,20,3,2009,John Wiley & Sons Inc,New York,United States,1,94018,76.13
The Wisdom Journal : The Companion to the Wisdom of Sundays by Oprah Winfrey,3,3.81,0,0,1,Oprah Winfrey,160.0,203.0,168.0,15.0,272.0,9,1,2018,Flatiron Books,New York,New York,1,62260,57.26
The Healing Promise of Qi: Creating Extraordinary Wellness Through Qigong and Tai Chi,3,4.18,1,0,1,Roger Jahnke,336.0,244.0,191.0,29.0,690.0,16,4,2002,Contemporary Books Inc,Chicago,IL,1,96042,97.06
Basic Fermentation: A Do-it-yourself Guide To Cultural Manipulation (diy),3,4.12,1,0,1,Sandor Ellix Katz,96.0,178.0,140.0,12.7,249.48,11,8,2017,Microcosm Publishing,Bloomington,IN,1,98861,66.41
What Would the Spice Girls Do? : How the Girl Power Generation Grew Up,3,3.83,0,0,1,Lauren Bravo,208.0,184.0,119.0,23.0,223.0,11,6,2019,Transworld Publishers Ltd,London,United Kingdom,1,95304,55.51
Neurodharma : The Seven Practices of Enlightenment,3,3.88,0,0,1,Rick Hanson,272.0,235.0,156.0,33.02,566.99,5,5,2020,Potter/Ten Speed/Harmony/Rodale,United States,United States,1,98751,99.2
"You Are Stronger than You Think : Unleash the Power to Go Bigger, Go Bold, and Go Beyond What Limits You",3,4.45,1,0,1,Joel Osteen,240.0,230.0,160.0,28.0,424.0,28,10,2021,Time Warner Trade Publishing,New York,United States,1,17325,84.74
Conversations with God - Book 4 : Awaken the Species,3,4.56,1,0,1,Neale Donald Walsch,304.0,216.0,140.0,30.48,385.55,30,6,2017,Rainbow Ridge Publishing,United States,United States,1,99838,89.06
"The Faerie Handbook : An Enchanting Compendium of Literature, Lore, Art, Recipes, and Projects",3,4.42,1,0,1,The Editors of Faerie Magazine,240.0,251.0,175.0,27.94,975.0,30,11,2017,HarperCollins Publishers Inc,New York,United States,1,99012,134.91
What If There Were No Teachers?: A Gift Book for Teachers and Those Who Wish to Celebrate Them,3,4.31,1,0,1,Caron Loveless,32.0,179.32,183.9,8.64,226.8,3,6,2008,Simon & Schuster,New York,United States,1,97733,61.86
The Unexpected Joy of the Ordinary,3,4.06,1,0,1,Catherine Gray,288.0,220.0,142.0,28.0,440.0,3,3,2020,Octopus Publishing Group,United Kingdom,United Kingdom,1,41368,64.93
Everything Is Here to Help You : A Loving Guide to Your Soul's Evolution,3,4.17,1,0,1,Matt Kahn,224.0,222.0,142.0,21.0,400.0,5,6,2018,Hay House Inc,Carlsbad,United States,1,98932,96.17
When Things Fall Apart : Heart Advice for Difficult Times (20th Anniversary Gift Edition),3,4.25,1,0,1,Pema Chodron,176.0,216.0,140.0,18.0,323.0,7,6,2016,Shambhala Publications Inc,Boston,United States,1,100942,88.19
"The Nature of Beauty : Organic Skincare, Botanical Beauty Rituals and Clean Cosmetics",3,4.47,1,0,1,Imelda Burke,320.0,229.0,175.0,31.0,894.0,1,5,2018,Ebury Publishing,London,United Kingdom,1,100559,102.01
"My Inner Sky : On embracing day, night and all the times in between",3,4.18,1,0,1,Mari Andrew,272.0,224.0,172.0,28.0,800.0,30,3,2021,Allen & Unwin,St Leonards,Australia,1,45322,77.98
Gentle Reminders : Simple Truths for a Meaningful Life,3,4.62,1,0,1,Dodinsky,96.0,171.0,171.0,12.7,317.51,18,8,2016,Rock Point,New York,United States,1,101149,80.9
Power of the Heart : Finding Your True Purpose,3,3.94,0,0,1,Baptist de Pape,240.0,190.0,140.0,21.08,1.0,11,8,2015,Simon & Schuster Ltd,London,United Kingdom,1,105282,79.86
"Little Bit of Palmistry, A : An Introduction to Palm Reading",3,3.92,0,0,1,Cassandra Eason,128.0,178.0,127.0,12.7,181.44,7,11,2018,Sterling Publishing Co Inc,New York,United States,1,96020,47.59
The Complete Guide to Chakras : Unleash the Positive Power Within,3,4.25,1,0,1,Ambika Wauters,144.0,198.12,144.78,17.78,317.51,15,4,2010,B.E.S.,China,China,1,70192,90.39
John Dee and the Empire of Angels : Enochian Magick and the Occult Roots of the Modern World,3,4.3,1,0,1,Jason Louv,560.0,229.0,152.0,36.0,878.0,31,5,2018,Inner Traditions Bear and Company,Rochester,United States,1,49461,106.55
The Lifetimes When Jesus and Buddha Knew Each Other : A History of Mighty Companions,3,4.46,1,0,1,Gary R. Renard,248.0,235.0,157.0,22.0,470.0,14,11,2017,Hay House Inc,Carlsbad,United States,1,109029,101.94
"Cute Little Lenormand : Easy, Intuitive Fortune Telling with a 36 Card Lenormand Deck",3,4.69,1,0,1,Sara M. Lyons,208.0,188.0,133.0,30.0,434.0,20,10,2020,St Martin's Press,New York,NY,1,19315,71.81
"The Witch's Way : A Guide to Modern-Day Spellcraft, Nature Magick, and Divination",3,3.8,0,0,1,Shawn Robbins,320.0,165.0,140.0,30.48,544.31,28,10,2019,Sterling Publishing Co Inc,New York,United States,1,9888,75.67
The Daily Book of Positive Quotations,3,4.17,1,0,1,Linda Picone,408.0,164.0,115.0,27.0,363.0,31,10,2018,"Fairview Press,U.S.",Minneapolis,MN,1,17156,63.52
The Calm Workbook : A Guide to Greater Serenity,3,4.6,1,0,1,The School of Life,192.0,222.0,155.0,20.32,521.63,7,12,2021,The School of Life Press,United Kingdom,United Kingdom,1,36114,69.72
"Revolution of the Soul : Awaken to Love Through Raw Truth, Radical Healing, and Conscious Action",3,4.44,1,0,1,Seane Corn,224.0,229.0,191.0,22.86,635.03,3,9,2019,SOUNDS TRUE INC,Louisville,CO,1,49162,84.05
So Audrey : 59 Ways to Put a Little Hepburn in Your Step,3,4.07,1,0,1,Cindy De La Hoz,128.0,160.0,162.0,16.0,316.0,10,5,2011,"Running Press,U.S.",Philadelphia,PA,1,103913,57.01
"The Witch's Journal : Charms, Spells, Potions and Enchantments",3,4.08,1,0,1,Selene Silverwind,144.0,222.0,165.0,18.03,494.0,13,7,2009,Apple Press,Hove,United Kingdom,1,44921,73.53
"Plant Witchery : Discover the Sacred Language, Wisdom, and Magic of 200 Plants",3,4.34,1,0,1,Juliet Diaz,368.0,235.0,182.0,25.0,760.0,27,10,2020,Hay House Inc,Carlsbad,United States,1,19383,77.15
The Human Predicament : A Candid Guide to Life's Biggest Questions,3,4.04,1,0,1,David Benatar,288.0,187.0,135.0,26.0,326.0,13,7,2017,Oxford University Press Inc,New York,United States,1,83544,101.46
"The Modern Witchcraft Book of Love Spells : Your Complete Guide to Attracting Passion, Love, and Romance",3,4.17,1,0,1,Skye Alexander,208.0,191.0,140.0,20.0,329.0,27,7,2017,Adams Media Corporation,Holbrook,MA,1,104479,60.2
Living Your Strengths,3,3.82,0,0,1,Albert L. Winseman,272.0,231.14,160.02,25.4,544.31,30,11,2004,Gallup Press,Omaha,United States,1,50835,108.53
Find Your Sparkle : Embracing the magic of life,3,4.2,1,0,1,Meredith Gaston,240.0,230.0,170.0,27.94,840.0,13,12,2019,HARDIE GRANT BOOKS,South Yarra,Australia,1,45726,85.13
A Yogic Path Reflective Journal,3,4.58,1,0,1,Sahara Rose Ketabi,256.0,229.0,203.0,24.0,731.0,1,9,2020,DK,United States,United States,1,17872,110.56
The Essential Path : Making the Daring Decision to be Who You Truly Are,3,4.01,1,0,1,Neale Donald Walsch,128.0,197.0,130.0,15.0,198.0,18,6,2019,Watkins Media,London,United Kingdom,1,42031,55.0
Book of Abramelin : A New Translation,3,4.01,1,0,1,Abraham von Worms,304.0,229.0,152.0,30.48,1.0,1,8,2015,Ibis Press,Berwick,United States,1,20418,148.51
The Mindful Art of Wild Swimming : Reflections for Zen Seekers,3,3.86,0,0,1,Tessa Wardley,144.0,200.0,130.0,17.78,249.48,15,9,2017,The Ivy Press,Lewes,United Kingdom,1,106364,58.13
"The Practical Witch's Spell Book : For Love, Happiness, and Success",3,3.94,0,0,1,Cerridwen Greenleaf,176.0,218.0,156.0,22.0,520.0,11,10,2018,"Running Press,U.S.",London,United States,1,21317,71.21
Glynis Has Your Number,3,4.02,1,0,1,G. Mccants,256.0,241.55,162.81,21.59,489.88,5,1,2005,"Little, Brown & Company",New York,United States,1,105850,101.01
Happy Little Accidents : The Wit & Wisdom of Bob Ross,3,4.44,1,0,1,Michelle Witte,128.0,160.0,184.0,14.0,340.0,25,5,2017,"Running Press,U.S.",London,United States,1,106712,66.27
The Science of Living : 219 reasons to rethink your daily routine,3,3.71,0,0,1,Dr. Stuart Farrimond,256.0,224.0,178.0,25.0,750.0,24,12,2020,Dorling Kindersley Ltd,London,United Kingdom,1,101128,84.49
"Breathe : Simple Breathing Techniques for a Calmer, Happier Life",3,3.86,0,0,1,Jean Hall,128.0,155.0,120.0,20.32,290.0,2,8,2016,Quadrille Publishing Ltd,London,United Kingdom,1,37522,47.28
Swell : A Sailing Surfer's Voyage of Awakening,3,4.42,1,0,1,Liz Clark,320.0,241.0,165.0,30.48,952.54,19,4,2018,Patagonia Books,Ventura,United States,1,40535,137.06
A Spell in the Wild : A Year (and six centuries) of Magic,3,4.32,1,0,1,Alice Tarbuck,400.0,218.0,140.0,38.0,500.0,1,10,2020,John Murray Press,London,United Kingdom,1,17443,72.02
Space: 10 Things You Should Know,3,4.19,1,0,1,Rebecca Smethurst,128.0,202.0,134.0,20.0,208.0,5,9,2019,Orion Publishing Co,London,United Kingdom,1,14734,47.96
"Everyday Magic : Rituals, Spells and Potions to Live Your Best Life",3,3.92,0,0,1,Semra Haksever,160.0,177.0,140.0,22.86,400.0,4,10,2018,Hardie Grant Books (UK),London,United Kingdom,1,38881,58.14
The Modern Witchcraft Grimoire : Your Complete Guide to Creating Your Own Book of Shadows,3,3.84,0,0,1,Skye Alexander,288.0,229.0,152.0,20.0,533.0,1,8,2016,Adams Media Corporation,Holbrook,MA,1,106284,67.04
The Game of Life and How to Play It : The Self-help Classic,3,4.12,1,0,1,Florence Scovel Shinn,216.0,204.0,128.0,20.0,326.0,8,6,2020,John Wiley and Sons Ltd,Oxford,United Kingdom,1,68184,51.68
"The Gut Balance Revolution : Boost Your Metabolism, Restore Your Inner Ecology, and Lose the Weight for Good!",3,3.79,0,0,1,Gerard E. Mullin,432.0,237.0,171.0,34.0,789.0,9,6,2015,Rodale Press Inc.,Emmaus,United States,1,109421,112.44
Heart Talk : Poetic Wisdom for a Better Life,3,4.26,1,0,1,Cleo Wade,224.0,178.0,140.0,28.0,379.0,29,11,2018,Atria Books,New York,United States,1,62858,85.58
"Emotional Wellness : Transforming Fear, Anger, and Jealousy into Creative Energy",3,4.05,1,0,1,Osho,304.0,241.0,163.0,28.0,561.0,24,4,2007,Random House USA Inc,New York,United States,1,107513,80.28
"The Zenned Out Guide to Understanding Auras: Volume 1 : Your Handbook to Seeing, Reading, and Protecting Your Aura",3,4.26,1,0,1,Cassie Uhl,160.0,195.0,145.0,17.78,430.91,15,9,2020,Rock Point,New York,United States,1,105270,61.88
Get Untamed : The Journal (How to Quit Pleasing and Start Living),3,4.69,1,0,1,Glennon Doyle,224.0,209.0,157.0,20.0,516.0,16,11,2021,Potter/Ten Speed/Harmony/Rodale,United States,United States,1,99929,80.74
Tao Te Ching,3,4.26,1,0,1,Lao Tzu,144.0,203.0,133.0,18.0,295.0,11,12,2007,Shambhala Publications Inc,Boston,United States,1,108780,85.54
"The Gnostic Gospels : Including the Gospel of Thomas, the Gospel of Mary Magdalene",3,4.07,1,0,1,Alan Jacobs,256.0,160.0,112.0,26.0,215.0,17,11,2016,Watkins Media,London,United Kingdom,1,110391,55.35
Kama Sutra Dot-to-Dot,3,3.48,0,0,1,Vintage Publishing,64.0,163.0,158.0,12.0,170.0,10,1,2014,Vintage Publishing,London,United Kingdom,1,109517,48.15
"The New Rules of Aging Well : A Simple Program for Immune Resilience, Strength, and Vitality",3,4.28,1,0,1,Dr. Frank Lipman,224.0,203.0,152.0,22.86,589.67,27,10,2020,ARTISAN,New York,United States,1,15354,80.14
The Power of Ritual : Turning Everyday Activities into Soulful Practices,3,3.95,0,0,1,Casper Ter Kuile,256.0,222.0,141.0,24.0,330.0,23,6,2020,HarperCollins Publishers,London,United Kingdom,1,87890,73.79
After : A Doctor Explores What Near-Death Experiences Reveal About Life and Beyond,3,4.13,1,0,1,"Dr. Bruce Greyson, MD",272.0,240.0,162.0,27.0,480.0,11,3,2021,Transworld Publishers Ltd,London,United Kingdom,1,20951,82.98
"Taking the Plunge : The Healing Power of Wild Swimming for Mind, Body and Soul",3,4.25,1,0,1,Anna Deacon,256.0,245.0,188.0,27.94,997.9,1,11,2020,Black and White Publishing,Edinburgh,United Kingdom,1,120848,98.86
"The Hedgerow Apothecary : Recipes, Remedies and Rituals",3,4.31,1,0,1,Christine Iverson,208.0,196.0,176.0,22.0,578.0,10,10,2019,Octopus Publishing Group,United Kingdom,United Kingdom,1,14532,72.41
"The Answers Are Within You : 108 Keys to Unlock Your Mind, Body & Soul",3,4.45,1,0,1,Amber Rae,240.0,178.0,178.0,25.4,300.0,18,1,2022,St Martin's Press,New York,NY,1,119291,80.6
"Eat Pray Love : One Woman's Search for Everything Across Italy, India and Indonesia",3,3.59,0,0,1,Elizabeth Gilbert,352.0,236.0,160.0,29.0,550.0,16,2,2006,Penguin Putnam Inc,New York,NY,1,112099,103.05
Directions : Really Good Advice for Getting from Here to There,3,4.17,1,0,1,Hallie Bateman,128.0,178.0,127.0,17.78,317.51,7,4,2021,Workman Publishing,New York,United States,1,54308,61.48
Train Happy : An intuitive exercise plan for every body,3,3.8,0,0,1,Tally Rye,160.0,221.0,156.0,21.0,550.0,4,2,2020,HarperCollins Publishers,United Kingdom,United Kingdom,1,13567,69.52
"Wicca Book of Spells : A Beginner's Book of Shadows for Wiccans, Witches, and Other Practitioners of Magic",3,4.1,1,0,1,Lisa Chamberlain,144.0,178.0,127.0,15.24,249.48,7,8,2020,Sterling Publishing Co Inc,New York,United States,1,113240,60.99
Deliverance : As seen on THIS MORNING -  Everyday investigations into the supernatural by an Anglican priest,3,3.99,0,0,1,Jason Bray,304.0,236.0,160.0,34.0,511.0,18,2,2021,Hodder & Stoughton,London,United Kingdom,1,54873,79.54
The Power of Your Subconscious Mind Deluxe Edition : Deluxe Edition,3,4.1,1,0,1,Joseph Murphy,384.0,191.0,135.0,33.0,578.0,8,12,2011,Penguin Putnam Inc,Los Angeles,United States,1,114954,93.47
"The Last Best Cure : My Quest to Awaken the Healing Parts of My Brain and Get Back My Body, My Joy, a nd My Life",3,4.29,1,0,1,Donna Jackson Nakazawa,320.0,236.0,160.0,32.0,510.0,21,2,2013,Penguin Putnam Inc,United States,United States,1,50979,94.98
A Rhythm of Prayer : A Collection of Meditations for Renewal,3,4.46,1,0,1,Sarah Bessey,176.0,198.0,132.0,25.0,278.0,9,2,2021,Random House USA Inc,New York,United States,1,109532,73.39
The Love Dare Day by Day : A Year of Devotions for Couples,3,4.41,1,0,1,Stephen Kendrick,400.0,160.0,110.0,22.86,326.0,1,9,2013,Broadman & Holman Publishers,Nashville,Tennessee,1,58690,67.62
Spiritually Sassy : 8 Radical Steps to Activate Your Innate Superpowers,3,4.16,1,0,1,Sah D'Simone,232.0,237.0,161.0,22.0,457.0,22,9,2020,SOUNDS TRUE INC,New York,United States,1,113749,77.39
"Greek Myths : A New Retelling, with drawings by Chris Ofili",3,4.07,1,0,1,Charlotte Higgins,336.0,243.0,165.0,32.0,950.0,9,9,2021,Vintage Publishing,London,United Kingdom,1,42269,103.17
Love Yourself Like Your Life Depends on It,3,3.88,0,0,1,Kamal Ravikant,240.0,204.0,135.0,25.0,290.0,6,2,2020,HarperCollins Publishers,London,United Kingdom,1,107022,67.37
"365 Grateful : Celebrating Treasures, Big and Small",3,4.28,1,0,1,Hailey Bartholomew,368.0,165.0,140.0,25.4,480.81,2,4,2013,Penguin Putnam Inc,New York,United States,1,112795,89.51
In Love with the World : A Monk's Journey Through the Bardos of Living and Dying,3,4.29,1,0,1,Yongey Mingyur Rinpoche,288.0,217.0,146.0,24.0,397.0,7,5,2019,Random House USA Inc,New York,United States,1,102287,92.95
Self-Compassion in Psychotherapy : Mindfulness-Based Practices for Healing and Transformation,3,4.53,1,0,1,Tim Desmond,256.0,218.0,147.0,25.0,427.0,11,12,2015,WW Norton & Co,New York,United States,1,118948,107.26
The Illustrated Calendar of the Soul : Meditations for the Yearly Cycle,3,4.78,1,0,1,Rudolf Steiner,112.0,170.0,120.0,13.46,226.8,30,11,2004,Temple Lodge Publishing,East Sussex,United Kingdom,1,46222,90.89
