,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
2903,A Walk Through Paris : A Radical Exploration,sport,3.5,0,0,1,Eric Hazan,208,210,140,22.86,362.87,27,Mar,2018,Verso Books,London,United Kingdom,English,"427,901",81.59
2904,Belichick : The Making of the Greatest Football Coach of All Time,sport,4.07,1,0,1,Ian O'Connor,512,231,157,46,726,25,Sep,2018,Mariner Books,Boston,MA,English,"438,085",106.39
2905,"Even Heskey Scored : Emile Heskey, My Story",sport,3.38,0,0,1,Emile Heskey,288,240,160,30.48,589.67,01,Dec,2019,Pitch Publishing Ltd,Hove,United Kingdom,English,"441,996",95.66
2906,Audi Quattro Rally Car Enthusiasts' Manual : 1980 to 1987 (includes Group 4 & Group B rally cars),sport,5,1,0,1,Nick Garton,168,270,210,14,790,27,Aug,2019,Haynes Publishing Group,Somerset,United Kingdom,English,"441,991",105.82
2907,Terry Mac: Living for the Moment - My Autobiography,sport,4.03,1,0,1,Terry McDermott,352,234,153,38,606,30,Mar,2017,Reach plc,United Kingdom,United Kingdom,English,"422,134",92.89
2908,"Sunny Days and Sea Breezes : The PERFECT feel-good, escapist read from the Sunday Times bestseller",sport,4.39,1,0,1,Carole Matthews,400,238,158,40,660,03,Nov,2020,"Little, Brown Book Group",London,United Kingdom,English,"445,741",65.59
2909,Extra Time : 50 Further Delights of Modern Football,sport,3.96,0,0,1,Daniel Gray,176,180,120,17.78,206,29,Oct,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"440,497",60.03
2910,Extra Time : 50 Further Delights of Modern Football,sport,3.96,0,0,1,Daniel Gray,176,180,120,17.78,206,29,Oct,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"440,497",60.03
2911,40 5-Minute Fixes to Improve Your Riding : Simple Solutions for Better Position and Performance in No Time,sport,3.91,0,0,1,Wendy Murdoch,202,213,203,20,726,01,Jul,2010,TRAFALGAR SQUARE,North Pomfret,United States,English,"459,897",133.22
2912,Match World Cup 2014,sport,3.67,0,0,1,MATCH,96,310,232,11,616,01,Jun,2014,Pan Macmillan,London,United Kingdom,English,"432,488",68.19
2913,They Don't Teach This,sport,3.87,0,0,1,Eniola Aluko,496,222,144,44,619,22,Oct,2019,Vintage Publishing,London,United Kingdom,English,"442,241",80.50
2914,Structured Chaos : The unusual life of a climber,sport,4.78,1,0,1,Victor Saunders,192,240,162,25,600,04,Mar,2021,Vertebrate Publishing Ltd,United Kingdom,United Kingdom,English,"473,371",112.12
2915,Match! Barcelona Annual 2022,sport,,0,0,1,Magazine,64,286,191,11,422,01,Jan,2022,Pillar Box Red Publishing Ltd,Edinburgh,United Kingdom,English,"55,958",56.95
2916,Blood and Circuses : Football and the Fight for Europe's Rebel Republics,sport,3.79,0,0,1,Rob O'Connor,320,216,135,33.02,566.99,14,Feb,2021,Biteback Publishing,London,United Kingdom,English,"579,806",95.25
2917,Two Years on a Bike : From Vancouver to Patagonia,sport,3.67,0,0,1,gestalten,420,324,241,40.64,"3,107.11",18,Jan,2022,Die Gestalten Verlag,Berlin,Germany,English,"20,759",231.56
2918,Marcelo Bielsa vs The Damned United : The Extraordinary Story of a Club Reborn,sport,,0,0,1,Rocco Dean,256,222,144,25.4,344.73,02,Nov,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"42,781",80.18
2919,The Road to Sparta : Reliving the Ancient Battle and Epic Run That Inspired the World's Greatest Footrace,sport,3.86,0,0,1,Dean Karnazes,304,221,146,25,490,25,Oct,2016,Potter/Ten Speed/Harmony/Rodale,New York,United States,English,"456,928",99.62
2920,Edging Towards Darkness : The story of the last timeless Test,sport,4.5,1,0,1,John Lazenby,320,216,135,30,487,01,Jun,2017,Bloomsbury Publishing PLC,London,United Kingdom,English,"447,239",95.60
2921,"Got, Not Got : The A-Z of Lost Football Cultures, Treasures and Pleasures",sport,4.46,1,0,1,Derek Hammond,224,303,216,18,"1,070",11,Nov,2011,Pitch Publishing Ltd,Hove,United Kingdom,English,"491,876",104.81
2922,Always Believe : The Autobiography of Olivier Giroud,sport,3,0,0,1,Olivier Giroud,288,240,160,31,556,01,Feb,2022,Pitch Publishing Ltd,Hove,United Kingdom,English,"488,361",94.96
2923,"Doddie's Diary : The Highs, the Lows and the Laughter from My Fight with MND",sport,3.5,0,0,1,Doddie Weir,288,234,153,31,532,12,Oct,2021,Black and White Publishing,Edinburgh,United Kingdom,English,"464,590",87.34
2924,The Sailing Bible : The Complete Guide for All Sailors from Novice to Expert,sport,,0,0,1,Jeremy Evans,400,246,191,28,"1,320",13,Sep,2019,Firefly Books,,,English,"789,575",159.76
2925,Corner Men,sport,4.44,1,0,1,Ronald K. Fried,414,218.44,144.78,35.56,725.75,01,May,1991,Four Walls Eight Windows,Village Station,United States,English,"471,250",97.44
2926,Rise : Surviving the Fight of My Life,sport,4.19,1,0,1,Paige VanZant,288,235,160,24,425,12,Jun,2018,"Little, Brown & Company",United States,United States,English,"451,937",80.50
2927,Swiss Army Knives : A Collector's Edition,sport,4,1,0,1,Derek Jackson,208,216,140,17.78,453.59,01,Feb,2019,Book Sales Inc,Edison,United States,English,"462,519",96.19
2928,Altitude,sport,4.22,1,0,1,Jean-Marc Rochette,296,266,196,31,"1,280",21,Apr,2020,SelfMadeHero,London,United Kingdom,English,"457,840",102.03
2929,California Crazy,sport,4.45,1,0,1,Jim Heimann,324,289.56,215.9,30.48,635,08,Jul,2018,Taschen GmbH,Cologne,Germany,English,"458,298",160.48
2930,Guns of Special Forces 2001 - 2015,sport,4.4,1,0,1,Leigh Neville,240,246,172,27.94,975.22,10,Jun,2019,Pen & Sword Books Ltd,South Yorkshire,United Kingdom,English,"502,674",116.59
2931,Positioning : The Logic of Sailboat Racing,sport,4.35,1,0,1,Stuart H. Walker,320,244,165,28,595,17,Jan,1992,WW Norton & Co,New York,United States,English,"483,659",140.85
2932,Blue & Gold Passion : A History of Boca Juniors,sport,3.75,0,0,1,Daniel Williamson,256,222,144,25.4,408.23,01,Dec,2020,Pitch Publishing Ltd,Hove,United Kingdom,English,"411,974",81.50
2933,Unspoken Gary Speed : The Family's Untold Story,sport,4.13,1,0,1,John Richardson,320,234,153,30,552,20,Sep,2018,Reach plc,United Kingdom,United Kingdom,English,"464,666",90.80
2934,Francis Benali: The Autobiography,sport,4.5,1,0,1,Francis Benali,240,234,153,10.16,522,19,Oct,2021,Bloomsbury Publishing Plc,London,United Kingdom,English,"426,977",86.16
2935,Mister : The Men Who Gave The World The Game,sport,4.17,1,0,1,Rory Smith,336,234,153,32,522,07,Apr,2016,Simon & Schuster Ltd,London,United Kingdom,English,"421,115",61.52
2936,Manchester City : The Official Illustrated History,sport,,0,0,1,David Clayton,192,280,230,20.32,"1,179.34",07,Jul,2020,Welbeck Publishing Group,London,United Kingdom,English,"58,053",110.83
2937,Off Grid Life : Your Ideal Home in the Middle of Nowhere,sport,,0,0,1,Foster Huntington,240,232,182,22,800,10,Nov,2020,"Little, Brown Book Group",London,United Kingdom,English,"492,768",83.09
2938,Lola : The T70 and Can-Am Cars,sport,,0,0,1,Gordon Jones,480,280,235,40,"2,876",29,Mar,2022,Evro Publishing,Sherborne,United Kingdom,English,"36,506",381.95
2939,Great Expeditions : 50 Journeys That Changed Our World,sport,4.01,1,0,1,Mark Steward,264,252,195,23,"1,040",06,Oct,2016,HarperCollins Publishers,London,United Kingdom,English,"423,305",127.72
2940,The A to Z of Skateboarding,sport,3.36,0,0,1,Tony Hawks,192,154,154,15,288,13,Jun,2019,Unbound,London,United Kingdom,English,"524,977",52.72
2941,Footnotes : A Journey Round Britain in the Company of Great Writers,sport,3.69,0,0,1,Peter Fiennes,336,216,135,29,476.27,14,Jan,2020,Oneworld Publications,London,United Kingdom,English,"456,090",75.78
2942,AUTOCOURSE 2021 Annual : The World's Leading Grand Prix Annual,sport,,0,0,1,Tony Dodgins,400,,,,,17,Jan,2022,Icon Publishing Ltd,Malvern,United Kingdom,English,"457,421",
2943,Cheng Tzu's Thirteen Treatises on T'ai Chi Ch'uan,sport,4.17,1,0,1,Cheng Man-ch'ing,224,236,157,20,493,21,Jan,1993,"North Atlantic Books,U.S.",Berkeley,CA,English,"453,906",95.18
2944,"My Fitness Journal : 365 Days of Fitness, Keep Track of Progress",sport,,0,0,1,Mike Diehl,208,235,165,17.78,635.03,28,Feb,2018,Meyer & Meyer,Aachen,Germany,English,"61,677",61.97
2945,The Biography of Leeds : The Story of the Whites,sport,,0,0,1,Rob Bagchi,352,234,153,33.02,680.39,15,Dec,2020,Vision Sports Publishing Ltd,London,United Kingdom,English,"36,692",92.24
2946,"Performance Psychology in Action : A Casebook for Working with Athletes, Performing Artists, Business Leaders, and Professionals in High-risk Occupations",sport,3.67,0,0,1,Kate F. Hays,376,254,182.88,25.4,771.11,15,Apr,2009,American Psychological Association,Washington DC,United States,English,"440,501",172.11
2947,61 : The Spurs Double,sport,4.86,1,0,1,Adam Powley,208,290,230,27.94,"1,610",01,Oct,2010,Vision Sports Publishing Ltd,London,United Kingdom,English,"457,789",141.90
2948,40 Fundamentals of English Riding,sport,4.14,1,0,1,Hollie H. McNeil,192,284,226,20.83,984.3,20,May,2011,Storey Publishing LLC,North Adams,United States,English,"409,066",135.88
2949,Cycling Jerseys : Iconic designs and the stories that made them,sport,4,1,0,1,Chris Sidwells,224,254,197,27,980,02,Mar,2017,Thames & Hudson Ltd,London,United Kingdom,English,"500,727",140.44
2950,"Can't Knock the Hustle : Inside the Season of Protest, Pandemic, and Progress with the Brooklyn Nets' Superstars of Tomorrow",sport,3.55,0,0,1,Matt Sullivan,352,231,152,33,499,22,Jun,2021,Dey Street Books,,,English,"269,020",102.30
2951,WWE Encyclopedia of Sports Entertainment New Edition,sport,4.25,1,0,1,DK,416,259,307,33,"2,283",03,Sep,2020,Dorling Kindersley Ltd,London,United Kingdom,English,"451,874",178.24
2952,Stargazing : The Players in My Life,sport,3.18,0,0,1,Ravi Shastri,336,228.6,158.75,31.75,500,26,Oct,2021,HarperCollins India,New Dehli,India,English,"458,248",85.46
2953,Norbert Singer : My Racing Life with Porsche 1970-2004,sport,,0,0,1,Norbert Singer,360,,,,,10,Dec,2020,Sportfahrer Verlag Verlags- und Handelsgesellschaft mbH,Germany,Germany,English,"828,385",284.33
2954,Evita Burned Down Our Pavilion : A Cricket Odyssey through Latin America,sport,4.33,1,0,1,Timothy Abraham,448,236,156,42,760,19,Oct,2021,"Little, Brown Book Group",London,United Kingdom,English,"58,442",84.70
2955,Ultimate Guide to the Premier League,sport,,0,0,1,Grange Communications Ltd,64,285,190,11,412,28,Jan,2022,Pillar Box Red Publishing Ltd,Edinburgh,United Kingdom,English,"443,133",47.83
2956,"Mountain Man Skills : Hunting, Trapping, Woodwork, and More",sport,3.6,0,0,1,Stephen Brennan,232,229,152,20,701,06,Aug,2015,Skyhorse Publishing,New York,NY,English,"463,732",85.12
2957,"Splash! : 10,000 Years of Swimming",sport,,0,0,1,Howard Means,336,223,148,33,550,02,Jul,2020,Atlantic Books,London,United Kingdom,English,"457,918",78.28
2958,Trout of the World,sport,4.53,1,0,1,James Prosek,224,185,264,30,880,05,Mar,2013,"Stewart, Tabori & Chang Inc",New York,United States,English,"464,056",132.32
2959,How to Ride a Bike : From Starting Out to Peak Performance,sport,4.1,1,0,1,Sir Chris Hoy,224,254,196,24,900,02,Oct,2018,Octopus Publishing Group,London,United Kingdom,English,"460,524",88.26
2960,Racing to the Finish : My Story,sport,4.44,1,0,1,Dale Earnhardt,208,236,160,22,371,29,Nov,2018,Thomas Nelson Publishers,Nashville,United States,English,"461,157",94.60
2961,This Is How It Feels : An English Football Miracle,sport,4.87,1,0,1,Mike Keegan,320,234,153,32,546,26,Aug,2021,Reach plc,United Kingdom,United Kingdom,English,"465,590",85.32
2962,"Walk : The path to a slower, more mindful life",sport,3.13,0,0,1,Sholto Radford,144,155,120,27.94,272.16,15,May,2018,Quadrille Publishing Ltd,London,United Kingdom,English,"528,237",46.92
2963,Simply the Best,sport,3.7,0,0,1,David Lloyd,304,234,153,26,532,03,Sep,2020,Simon & Schuster Ltd,London,United Kingdom,English,"519,652",82.72
2964,Big Wave Surfer : The Greatest Rides of Our Lives,sport,4.5,1,0,1,Kai Lenny,304,292,254,33.02,"2,199.92",26,Oct,2021,Rizzoli International Publications,New York,United States,English,"68,580",236.89
2965,The Road Cyclist's Companion,sport,3.28,0,0,1,Peter Drinkell,144,215.9,147.32,20.32,400,05,May,2014,Cicada Books Limited,London,United Kingdom,English,"456,815",112.06
2966,Black Boots and Football Pinks : 50 Lost Wonders of the Beautiful Game,sport,3.85,0,0,1,Daniel Gray,160,180,120,15.24,194,08,Jan,2019,Bloomsbury Publishing PLC,London,United Kingdom,English,"455,177",56.74
2967,The Runner's World Vegetarian Cookbook : 150 Delicious and Nutritious Meatless Recipes to Fuel Your Every Step,sport,3.69,0,0,1,Heather Mayer Irvine,272,232,191,25.4,997.9,09,Oct,2018,Random House USA Inc,Emmaus,United States,English,"537,435",103.24
2968,The Man Who Kept The Red Flag Flying: Jimmy Murphy : The Fully Authorised Life Story,sport,4.56,1,0,1,Wayne Barton,352,234,143,35,609,15,Feb,2018,Reach plc,United Kingdom,United Kingdom,English,"467,238",86.62
2969,"Matt Jansen: The Autobiography : What Was, What Is and What Might Have Been",sport,4.25,1,0,1,Matt Jansen,320,240,160,30,544,19,Dec,2019,Birlinn General,United Kingdom,United Kingdom,English,"456,984",93.01
2970,Exercise Psychology,sport,3.8,0,0,1,Janet Buckworth,544,279,216,40.64,"1,633",28,Feb,2013,Human Kinetics Publishers,Champaign,IL,English,"445,967",341.18
2971,Life Is a Marathon : A Memoir of Love and Endurance,sport,3.82,0,0,1,Matt Fitzgerald,288,232,154,32,480,25,Apr,2019,HACHETTE BOOKS,London,United States,English,"493,378",86.88
2972,The Story of Swimming,sport,4.5,1,0,1,Susie Parr,208,280,240,22,"1,268",10,Nov,2011,Dewi Lewis Media Ltd,Stockport,United Kingdom,English,"464,561",131.66
2973,Real Roy of the Rovers Stuff! : Roy's True Story,sport,3,0,0,1,Barrie Tomlinson,192,240,160,20.32,412.77,01,Jan,2017,Pitch Publishing Ltd,Hove,United Kingdom,English,"464,567",75.26
2974,Statement : The Ben Moon Story,sport,4.04,1,0,1,Ed Douglas,232,240,162,23,620,02,Mar,2015,Vertebrate Publishing Ltd,United Kingdom,United Kingdom,English,"607,252",95.49
2975,Ferrari: All The Cars : New enlarged Edition,sport,4,1,0,1,Leonardo Acerbi,496,210,160,25.4,"1,020.58",02,Jul,2019,Giorgio Nada  Editore,Vimodrone,Italy,English,"481,753",114.49
2976,After the Final Whistle : The First Rugby World Cup and the First World War,sport,3.43,0,0,1,Stephen Cooper,256,234,156,27.94,566.99,01,Nov,2015,The History Press Ltd,Stroud,United Kingdom,English,"467,814",174.07
2977,Beautiful on the Outside : A Memoir,sport,4.22,1,0,1,Adam Rippon,256,231,155,33,476,15,Oct,2019,Grand Central Publishing,United States,United States,English,"478,332",101.46
2978,Notes By The Editors : 120 Years of Wisden Opinion,sport,4,1,0,1,Jonathan Rice,208,180,120,20.32,222,12,Jan,2021,Bloomsbury Publishing PLC,London,United Kingdom,English,"57,749",60.36
2979,This is Cricket : In the Spirit of the Game,sport,5,1,0,1,Daniel Melamud,368,305,229,38.1,"2,472.08",20,Oct,2020,Rizzoli International Publications,New York,United States,English,"461,189",176.56
2980,Dave Pelz's Golf Without Fear : How to Play the 10 Most Feared Shots in Golf with Confidence,sport,3.68,0,0,1,Dave Pelz,304,254,178,24.89,"1,056.87",16,Dec,2010,Penguin Putnam Inc,New York,United States,English,"465,452",153.87
2981,Monitoring Training and Performance in Athletes,sport,4.3,1,0,1,Mike McGuigan,264,279,216,20.32,"1,157",10,Jun,2017,Human Kinetics Publishers,Champaign,IL,English,"457,491",212.90
2982,The Anfield Songbook : We Have Dreams And Songs To Sing - Updated Edition,sport,5,1,0,1,Liverpool FC,224,198,129,22,289,16,Nov,2017,Reach plc,United Kingdom,United Kingdom,English,"465,015",
2983,Waypoints : A Journey on Foot,sport,4.21,1,0,1,Robert Martineau,272,222,141,25,402,01,Apr,2021,Vintage Publishing,London,United Kingdom,English,"42,364",81.37
2984,"Outboard Engines: Maintenance, Troubleshooting, and Repair, Second Edition",sport,3.72,0,0,1,Edwin Sherman,208,239,188,18,499,16,Jan,2009,International Marine Publishing Co,Rockport,ME,English,"436,505",149.16
2985,Porsche at Le Mans : 70 Years,sport,,0,0,1,Glen Smale,320,276,235,33.02,"1,837.05",21,Dec,2021,Motorbooks International,Winsconsin,United States,English,"468,404",215.57
2986,In Black & White: 125 Moments That Made Collingwood,sport,3.75,0,0,1,Michael Roberts,288,221,145,29,420,28,Nov,2016,Black Inc.,Melbourne,VIC,English,"442,214",140.58
2987,The Dublin Marathon : Celebrating 40 Years,sport,5,1,0,1,Sean McGoldrick,208,250,216,20,"1,013",14,Dec,2019,O'Brien Press Ltd,Dublin,Ireland,English,"466,606",116.70
2988,Notes From A Factory Floor : How I got from there to here,sport,4.61,1,0,1,Geoff Thompson,320,234,156,25.4,725.75,10,Sep,2020,Urbane Publications,Rochester,United Kingdom,English,"445,869",88.07
2989,Lead with Your Heart: Lessons from a Life with Horses,sport,4.3,1,0,1,Allan J. Hamilton,232,178,152,22.86,566.99,06,Sep,2016,Storey Publishing LLC,North Adams,United States,English,"427,367",82.77
2990,The Russian Affair : The True Story of the Couple who Uncovered the Greatest Sporting Scandal,sport,3.8,0,0,1,David Walsh,384,234,153,29,589.67,23,Jul,2020,Simon & Schuster Ltd,London,United Kingdom,English,"470,231",83.91
2991,The Definitive Bucket List : Travel Experiences in Australia and New Zealand for the Best Years of Your Life,sport,4,1,0,1,Lee Atkinson,256,260,200,22,"1,300",04,Nov,2019,Explore Australia,South Yarra,Australia,English,"479,696",130.86
2992,Winning Together : An Olympic-Winning Approach to Building Better Teams,sport,,0,0,1,Kate Richardson-Walsh,240,218,138,24,342,18,Jan,2022,Hodder & Stoughton General Division,London,United Kingdom,English,"76,809",67.77
2993,Luxury Toys for Men,sport,3,0,0,1,Teneues,220,320,250,22.86,"1,995.81",25,Oct,2010,teNeues Publishing UK Ltd,Kempen,Germany,English,"482,058",331.61
2994,Scouting for Boys : A Handbook for Instruction in Good Citizenship,sport,4.27,1,0,1,Robert Baden-Powell,448,217,142,39,568,01,Dec,2018,Oxford University Press,Oxford,United Kingdom,English,"474,831",85.78
2995,Kick-Off,sport,3.94,0,0,1,Rob Williams,56,263,194,12,430,01,Nov,2018,Rebellion,Oxford,United Kingdom,English,"499,475",54.86
2996,Bruce Lee,sport,4.29,1,0,1,Steve Kerridge,192,286,236,17.78,"1,133.98",02,Jan,2018,Welbeck Publishing Group,London,United Kingdom,English,"480,393",141.91
2997,Cricket Country : An Indian Odyssey in the Age of Empire,sport,3.88,0,0,1,Prashant Kidambi,448,238,156,39,710,01,Oct,2019,Oxford University Press,Oxford,United Kingdom,English,"474,399",114.03
2998,Dynasties : The 10 G.O.A.T. Teams That Changed the NBA Forever,sport,3.08,0,0,1,Marcus Thompson,256,232,182,24,880,21,Oct,2021,"Running Press,U.S.",London,United States,English,"58,152",115.72
2999,"The Art of Fire : Step by step guide to starting, building and handling fires",sport,4.36,1,0,1,Daniel Hume,224,242,162,25,734,11,Dec,2018,Cornerstone,London,United Kingdom,English,"67,165",97.73
3000,"The Art of Fire : Step by step guide to starting, building and handling fires",sport,4.36,1,0,1,Daniel Hume,224,242,162,25,734,11,Dec,2018,Cornerstone,London,United Kingdom,English,"67,165",97.73
3001,Playing Off The Roof & Other Stories : A patchwork of memories,sport,4,1,0,1,Simon Brown,244,203,127,21,445,16,Feb,2020,Marble Hill Publishers,,,English,"472,510",95.52
3002,Practical Guide to Salt-water Fishing,sport,,0,0,1,Martin Ford,64,305.31,239.27,12.95,725.75,07,Jul,2014,Anness Publishing,London,United Kingdom,English,"535,057",76.51
3003,A Cycling Lexicon,sport,4,1,0,1,Gingko Press,380,150,105,38.1,385.55,09,Sep,2016,"Gingko Press, Inc",Corte Madera,United States,English,"496,183",81.57
3004,The Art of Patience : Seeking the Snow Leopard in Tibet,sport,3.72,0,0,1,Sylvain Tesson,176,225,146,17,333,06,May,2021,Oneworld Publications,London,United Kingdom,English,"497,846",67.34
3005,Where Does My Horse Hurt? : A Hands-On Guide to Evaluating Pain and Dysfunction Using Chiropratic Methods,sport,5,1,0,1,Renee Tucker,184,237,256,19,914,01,Aug,2011,The Crowood Press Ltd,London,United Kingdom,English,"458,105",114.36
3006,Flycasting Skills : For beginner and expert,sport,4.33,1,0,1,John Symonds,96,246,189,15.24,508,30,Apr,2013,Merlin Unwin Books,Shropshire,United Kingdom,English,"486,400",78.51
3007,Infographic Guide to Cycling,sport,3,0,0,1,RoadCyclingUK,128,195.58,195.58,15.24,505,10,Mar,2015,Bloomsbury Publishing PLC,London,United Kingdom,English,"489,347",81.61
3008,Michael Rutter : The life of a racer,sport,4.67,1,0,1,Michael Rutter,306,234,156,19,607,31,Jan,2020,The Choir Press,Gloucester,United Kingdom,English,"50,229",120.90
3009,"The Natural Navigator, Tenth Anniversary Edition : The Rediscovered Art of Letting Nature Be Your Guide",sport,3.76,0,0,1,Tristan Gooley,328,191,137,28,544,24,Nov,2020,EXPERIMENT,,,English,"496,992",79.68
3010,VANWALL : The Story of Britain's First Formula One Champions,sport,,0,0,1,Denis Jenkinson,288,300,300,33.78,"2,494.76",12,Feb,2022,Porter Press International,Tenbury Wells,United Kingdom,English,"665,426",401.44
3011,The Complete Book of Bayern Munich,sport,5,1,0,1,Christoph Bausenwein,110,297,210,110,730,09,Sep,2013,Verlag Die Werkstatt GmbH,Rastede,Germany,English,"487,148",102.21
3012,Shots in the Dark : A Diary of Saturday Dreams and Strange Times,sport,3.33,0,0,1,David Kynaston,272,234,153,25,542,06,Aug,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"472,994",96.74
3013,Fifty Places to Rock Climb Before You Die : Rock Climbing Experts Share the World's Greatest Destinations,sport,3,0,0,1,Chris Santella,224,211,189,28,830,11,May,2020,ABRAMS,New York,United States,English,"462,240",98.19
3014,The Pocket Fishing Record Book,sport,5,1,0,1,Quiller Publishing Ltd,96,140,90,7,113.4,11,Aug,2012,Quiller Publishing Ltd,Shrewsbury,United Kingdom,English,"494,208",44.42
3015,The Knot Bible : The Complete Guide to Knots and Their Uses,sport,4,1,0,1,Nic Compton,288,244,193,25.4,"1,043",20,Jun,2013,Bloomsbury Publishing PLC,London,United Kingdom,English,"495,381",114.82
3016,Jackspeak : A guide to British Naval slang & usage,sport,4.4,1,0,1,Rick Jolly,544,210.82,149.86,35.56,803,12,Mar,2019,Bloomsbury Publishing PLC,New York,United Kingdom,English,"435,905",84.37
3017,Ruling the World : The Story of the 1992 Cricket World Cup,sport,2.86,0,0,1,Jonathan Northall,352,240,160,33.02,589.67,22,Feb,2019,Pitch Publishing Ltd,Hove,United Kingdom,English,"463,998",95.66
3018,"Le Mans : The Official History of the World's Greatest Motor Race, 1970-79",sport,5,1,0,1,Quentin Spurring,352,280,230,22.86,"1,746.33",15,Sep,2014,Evro Publishing,Sherborne,United Kingdom,English,"494,663",240.57
3019,"Training and Riding with Cones and Poles : Over 35 Engaging Exercises to Improve Your Horse's Focus and Response to the Aids, While Sharpening Your Timing and Accuracy",sport,4,1,0,1,Sigrid Schoepe,96,216,188,13,408,14,Apr,2015,Trafalgar Square,VT,United States,English,"492,981",77.60
3020,"26.2 Miles to Happiness : A Comedian's Tale of Running, Red Wine and Redemption",sport,4.24,1,0,1,Paul Tonkinson,256,234,153,27.94,538,14,Apr,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"472,664",72.50
3021,The Other Side of Surfing,sport,,0,0,1,Christian Hundertmark,260,285,230,30.48,"1,570",14,Mar,2022,Galindo Publishing,Berlin,Germany,English,"584,767",212.94
3022,Roaring Back : The Fall and Rise of Tiger Woods,sport,3.57,0,0,1,Curt Sampson,264,215,139,22.86,408.23,14,Nov,2019,Everafter Romance,New York,United States,English,"496,701",88.62
3023,"Ride : BMX Glory, Against All the Odds, the John Buultjens Story",sport,3.25,0,0,1,John Buultjens,256,216,138,22.86,317.51,01,Apr,2018,Pitch Publishing Ltd,Hove,United Kingdom,English,"482,547",79.62
3024,Late Cuts : Musings on cricket,sport,4,1,0,1,Vic Marks,288,240,165,30,610,03,Sep,2021,Atlantic Books,London,United Kingdom,English,"40,598",78.55
3025,Racing Camaros : An International Photographic History 1966-1986,sport,4,1,0,1,Steve Holmes,176,207,250,10.16,839.15,15,Jun,2021,Veloce Publishing Ltd,Dorset,United Kingdom,English,"456,121",130.87
3026,"Blood, Sweat and Steel",sport,5,1,0,1,Curtis McGrath,352,243,163,33,636,19,Apr,2022,ABC Books,Sydney,Australia,English,"493,189",
3027,The Archko Volume,sport,4.14,1,0,1,M. Mcintosh,248,191,132,18,356,01,Nov,1998,Keats Pub Inc,New Canaan,CT,English,"485,838",76.03
3028,The Men Who Raised the Bar : The evolution of the highest individual score in Test cricket,sport,4.25,1,0,1,Chris Waters,272,180,120,22.86,262,10,Dec,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"457,009",61.19
3029,Generazione Wunderteam : The Rise and Fall of Austria's Wonder Team,sport,3.5,0,0,1,Jo Araf,272,222,144,26.67,408.23,01,Oct,2021,Pitch Publishing Ltd,Hove,United Kingdom,English,"545,461",81.50
3030,Mick Walker's Japanese Grand Prix Racing Motorcycles,sport,,0,0,1,Mick Walker,204,280,209.55,12.7,839.15,01,Nov,2002,Redline Books,Tyne & Wear,United Kingdom,English,"468,682",120.34
3031,The SuperFight : Marvelous Marvin Hagler - Sugar Ray Leonard,sport,5,1,0,1,Brian Doogan,288,234,153,25,648,05,Nov,2020,BDM Publishing,United Kingdom,United Kingdom,English,"488,363",95.95
3032,A Sport Psychology Workbook for Riders,sport,3.88,0,0,1,Ann S. Reilly,144,234,156,12.7,"1,800",31,Aug,2000,The Crowood Press Ltd,London,United Kingdom,English,"482,129",114.43
3033,The Sports Book : The Sports*The Rules*The Tactics*The Techniques,sport,4.45,1,0,1,DK,456,262,203,35,"1,677",05,Mar,2020,Dorling Kindersley Ltd,London,United Kingdom,English,"483,205",118.64
3034,100 Yards of Glory : The Greatest Moments in NFL History,sport,4.03,1,0,1,Joe Garner,320,269,259,23,"1,588",08,Nov,2011,Mariner Books,China,China,English,"483,801",190.01
3035,Sport and Ireland : A History,sport,4.36,1,0,1,Paul Rouse,400,239,164,31,749,01,Dec,2015,Oxford University Press,Oxford,United Kingdom,English,"484,589",181.83
3036,NSCA's Guide to Tests and Assessments,sport,4.5,1,0,1,Todd A. Miller,368,254,178,27.94,907,25,Jan,2012,Human Kinetics Publishers,Champaign,IL,English,"545,172",220.33
3037,"Becoming A Supple Leopard : The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",sport,4.4,1,0,1,Kelly Starrett,402,283,225,38.1,"1,692",23,Apr,2013,Victory Belt Publishing,Las Vegas,United States,English,"3,319",
3038,Balance,sport,4.17,1,0,1,Rachel Grunwell,288,245,185,19,663,30,Jan,2020,Beatnik Publishing,Auckland,N.Z.,English,"575,585",94.68
3039,Hooked on Lure Fishing,sport,4,1,0,1,Dominic Garnett,224,246,189,25.4,931,15,Nov,2019,MERLIN UNWIN BOOKS,Shropshire,United Kingdom,English,"36,764",119.99
3040,"Salmon : A Fish, the Earth, and the History of a Common Fate",sport,4.09,1,0,1,Mark Kurlansky,336,234,153,29,539,01,Oct,2020,Oneworld Publications,London,United Kingdom,English,"63,926",82.56
